TIPUSCASDATA;COMARCACODI;COMARCADESCRIPCIO;MUNICIPICODI;MUNICIPIDESCRIPCIO;SEXECODI;SEXEDESCRIPCIO;TIPUSCASDESCRIPCIO;NUMCASOS
03/06/2020;40;VALLES OCCIDENTAL;08205;SANT CUGAT DEL VALLÈS;0;Home;Positiu per Test Ràpid;1
05/11/2020;40;VALLES OCCIDENTAL;08205;SANT CUGAT DEL VALLÈS;0;Home;Positiu Epidemiològic;3
25/09/2020;13;BARCELONES;08019;BARCELONA;0;Home;Positiu per Test Ràpid;3
20/05/2020;21;MARESME;08284;TORDERA;0;Home;PCR probable;1
08/05/2020;06;ANOIA;08063;CASTELLOLÍ;0;Home;Positiu per Test Ràpid;1
21/05/2020;36;TARRAGONES;43148;TARRAGONA;1;Dona;Positiu Epidemiològic;1
04/05/2020;08;BAIX CAMP;43123;REUS;0;Home;Positiu per Test Ràpid;1
20/05/2020;13;BARCELONES;08019;BARCELONA;1;Dona;Positiu per Test Ràpid;1
25/09/2020;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;1;Dona;PCR probable;1
15/06/2020;39;VALL D'ARAN;25025;NAUT ARAN;1;Dona;Positiu per ELISA;1
17/09/2020;36;TARRAGONES;43148;TARRAGONA;0;Home;PCR probable;1
19/09/2020;13;BARCELONES;08245;SANTA COLOMA DE GRAMENET;0;Home;PCR probable;2
06/08/2020;11;BAIX LLOBREGAT;08089;GAVÀ;1;Dona;Positiu per ELISA;2
06/10/2020;11;BAIX LLOBREGAT;08301;VILADECANS;1;Dona;PCR probable;1
26/05/2020;36;TARRAGONES;43148;TARRAGONA;0;Home;PCR probable;1
13/10/2020;11;BAIX LLOBREGAT;08211;SANT FELIU DE LLOBREGAT;1;Dona;Positiu per Test Ràpid;1
18/08/2020;01;ALT CAMP;43161;VALLS;1;Dona;PCR probable;1
16/08/2020;41;VALLES ORIENTAL;08033;CALDES DE MONTBUI;0;Home;PCR probable;1
21/05/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;1;Dona;Positiu per ELISA;3
10/10/2020;13;BARCELONES;08019;BARCELONA;1;Dona;PCR probable;3
30/10/2020;40;VALLES OCCIDENTAL;08125;MONTCADA I REIXAC;0;Home;Positiu per ELISA;1
13/07/2020;06;ANOIA;08250;SANTA MARGARIDA DE MONTBUI;1;Dona;PCR probable;1
03/09/2020;13;BARCELONES;08019;BARCELONA;0;Home;Positiu per ELISA;2
24/07/2020;07;BAGES;08191;SALLENT;1;Dona;Positiu per Test Ràpid;1
01/07/2020;07;BAGES;08113;MANRESA;1;Dona;Positiu per ELISA;3
01/07/2020;SES;;SES;;SES;;Positiu Epidemiològic;3
25/08/2020;40;VALLES OCCIDENTAL;08205;SANT CUGAT DEL VALLÈS;0;Home;Positiu Epidemiològic;2
22/04/2020;10;BAIX EMPORDA;17160;SANT FELIU DE GUÍXOLS;0;Home;Positiu per Test Ràpid;1
16/10/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;1;Dona;PCR probable;2
26/08/2020;11;BAIX LLOBREGAT;08221;SANT JUST DESVERN;1;Dona;PCR probable;1
18/04/2020;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;1;Dona;Positiu per ELISA;1
29/03/2020;03;ALT PENEDES;08013;AVINYONET DEL PENEDÈS;1;Dona;Positiu per ELISA;1
19/10/2020;40;VALLES OCCIDENTAL;08187;SABADELL;0;Home;PCR probable;4
01/08/2020;13;BARCELONES;08019;BARCELONA;1;Dona;PCR probable;1
20/07/2020;06;ANOIA;08302;VILANOVA DEL CAMÍ;1;Dona;Positiu per Test Ràpid;2
02/11/2020;07;BAGES;08018;BALSARENY;0;Home;Positiu per Test Ràpid;1
13/05/2020;11;BAIX LLOBREGAT;08114;MARTORELL;0;Home;Positiu per Test Ràpid;2
14/07/2020;32;SEGARRA;25191;SANAÜJA;1;Dona;Positiu per Test Ràpid;1
27/03/2020;06;ANOIA;08302;VILANOVA DEL CAMÍ;1;Dona;PCR probable;1
25/05/2020;32;SEGARRA;25110;GUISSONA;0;Home;Positiu per Test Ràpid;3
09/10/2020;40;VALLES OCCIDENTAL;08187;SABADELL;1;Dona;PCR probable;1
03/10/2020;13;BARCELONES;08019;BARCELONA;0;Home;Positiu per ELISA;1
12/06/2020;21;MARESME;08006;ARENYS DE MAR;0;Home;Positiu per Test Ràpid;1
09/11/2020;41;VALLES ORIENTAL;08124;MOLLET DEL VALLÈS;1;Dona;Positiu Epidemiològic;1
01/05/2020;11;BAIX LLOBREGAT;08200;SANT BOI DE LLOBREGAT;1;Dona;Positiu per ELISA;3
12/11/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;1;Dona;Positiu per ELISA;1
13/08/2020;40;VALLES OCCIDENTAL;08904;BADIA DEL VALLÈS;1;Dona;PCR probable;2
11/08/2020;36;TARRAGONES;43148;TARRAGONA;0;Home;Positiu per Test Ràpid;1
16/07/2020;21;MARESME;08035;CALELLA;0;Home;Positiu per Test Ràpid;1
17/07/2020;06;ANOIA;08071;COPONS;0;Home;Positiu per Test Ràpid;1
25/09/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;1;Dona;Positiu per ELISA;2
26/03/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;1;Dona;Positiu Epidemiològic;1
26/03/2020;36;TARRAGONES;43148;TARRAGONA;0;Home;Positiu per ELISA;1
08/07/2020;34;SELVA;17180;SANTA COLOMA DE FARNERS;1;Dona;Positiu per Test Ràpid;1
27/10/2020;03;ALT PENEDES;08305;VILAFRANCA DEL PENEDÈS;1;Dona;Positiu Epidemiològic;1
09/11/2020;08;BAIX CAMP;43123;REUS;0;Home;Positiu per ELISA;1
17/07/2020;11;BAIX LLOBREGAT;08263;SANT VICENÇ DELS HORTS;0;Home;PCR probable;2
21/09/2020;21;MARESME;08006;ARENYS DE MAR;1;Dona;Positiu per Test Ràpid;1
16/07/2020;40;VALLES OCCIDENTAL;08187;SABADELL;1;Dona;PCR probable;1
23/07/2020;11;BAIX LLOBREGAT;08263;SANT VICENÇ DELS HORTS;0;Home;PCR probable;1
04/09/2020;40;VALLES OCCIDENTAL;08238;SANT QUIRZE DEL VALLÈS;1;Dona;PCR probable;1
20/10/2020;11;BAIX LLOBREGAT;08301;VILADECANS;1;Dona;Positiu per ELISA;1
04/11/2020;11;BAIX LLOBREGAT;08217;SANT JOAN DESPÍ;0;Home;PCR probable;1
08/08/2020;40;VALLES OCCIDENTAL;08279;TERRASSA;1;Dona;Positiu per ELISA;1
28/10/2020;26;PALLARS SOBIRA;25221;TÍRVIA;0;Home;Positiu per Test Ràpid;1
26/06/2020;40;VALLES OCCIDENTAL;08187;SABADELL;1;Dona;Positiu per ELISA;1
08/07/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;1;Dona;Positiu per Test Ràpid;1
02/07/2020;07;BAGES;08140;NAVARCLES;1;Dona;Positiu per ELISA;1
18/04/2020;25;PALLARS JUSSA;25171;LA POBLA DE SEGUR;0;Home;Positiu per Test Ràpid;1
16/04/2020;21;MARESME;08153;ÒRRIUS;1;Dona;Positiu Epidemiològic;1
17/04/2020;40;VALLES OCCIDENTAL;08180;RIPOLLET;0;Home;PCR probable;1
23/04/2020;40;VALLES OCCIDENTAL;08238;SANT QUIRZE DEL VALLÈS;1;Dona;Positiu per ELISA;1
04/05/2020;02;ALT EMPORDA;17066;FIGUERES;1;Dona;Positiu per Test Ràpid;1
24/07/2020;11;BAIX LLOBREGAT;08295;VALLIRANA;1;Dona;PCR probable;1
05/11/2020;13;BARCELONES;08245;SANTA COLOMA DE GRAMENET;1;Dona;Positiu per ELISA;3
21/07/2020;07;BAGES;08047;CARDONA;1;Dona;Positiu per Test Ràpid;6
21/07/2020;11;BAIX LLOBREGAT;08089;GAVÀ;1;Dona;Positiu per Test Ràpid;4
07/08/2020;21;MARESME;08118;EL MASNOU;1;Dona;Positiu per ELISA;1
05/08/2020;21;MARESME;08284;TORDERA;0;Home;Positiu per Test Ràpid;3
06/08/2020;40;VALLES OCCIDENTAL;08205;SANT CUGAT DEL VALLÈS;0;Home;Positiu Epidemiològic;2
11/07/2020;38;URGELL;25003;AGRAMUNT;1;Dona;Positiu Epidemiològic;1
15/10/2020;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;1;Dona;Positiu per ELISA;1
03/06/2020;40;VALLES OCCIDENTAL;08187;SABADELL;0;Home;Positiu per ELISA;1
03/06/2020;13;BARCELONES;08019;BARCELONA;1;Dona;Positiu per ELISA;8
02/11/2020;17;GARRAF;08307;VILANOVA I LA GELTRÚ;0;Home;PCR probable;1
20/08/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;1;Dona;PCR probable;1
22/08/2020;13;BARCELONES;08015;BADALONA;1;Dona;Positiu per ELISA;1
30/04/2020;10;BAIX EMPORDA;17117;PALAFRUGELL;1;Dona;Positiu per Test Ràpid;1
24/04/2020;10;BAIX EMPORDA;17034;CALONGE I SANT ANTONI;0;Home;Positiu per Test Ràpid;1
23/04/2020;02;ALT EMPORDA;17012;AVINYONET DE PUIGVENTÓS;0;Home;Positiu per Test Ràpid;1
05/10/2020;03;ALT PENEDES;08251;SANTA MARGARIDA I ELS MONJOS;1;Dona;PCR probable;1
29/04/2020;17;GARRAF;08307;VILANOVA I LA GELTRÚ;1;Dona;PCR probable;2
27/04/2020;40;VALLES OCCIDENTAL;08252;BARBERÀ DEL VALLÈS;1;Dona;Positiu per ELISA;1
26/10/2020;40;VALLES OCCIDENTAL;08238;SANT QUIRZE DEL VALLÈS;1;Dona;Positiu Epidemiològic;2
23/10/2020;17;GARRAF;08043;CANYELLES;1;Dona;PCR probable;1
10/04/2020;13;BARCELONES;08019;BARCELONA;0;Home;PCR probable;2
06/08/2020;11;BAIX LLOBREGAT;08295;VALLIRANA;1;Dona;Positiu per ELISA;1
20/08/2020;20;GIRONES;17079;GIRONA;1;Dona;Positiu per ELISA;1
21/07/2020;38;URGELL;25217;TÀRREGA;1;Dona;Positiu per Test Ràpid;1
21/07/2020;40;VALLES OCCIDENTAL;08156;PALAU-SOLITÀ I PLEGAMANS;0;Home;Positiu per Test Ràpid;4
21/07/2020;21;MARESME;08172;PREMIÀ DE MAR;0;Home;Positiu per Test Ràpid;1
21/07/2020;02;ALT EMPORDA;17086;LA JONQUERA;0;Home;Positiu per Test Ràpid;1
01/04/2020;40;VALLES OCCIDENTAL;08179;RELLINARS;1;Dona;Positiu Epidemiològic;1
29/04/2020;40;VALLES OCCIDENTAL;08187;SABADELL;1;Dona;Positiu Epidemiològic;1
02/04/2020;13;BARCELONES;08245;SANTA COLOMA DE GRAMENET;1;Dona;Positiu Epidemiològic;1
15/04/2020;24;OSONA;08298;VIC;1;Dona;Positiu per Test Ràpid;1
26/04/2020;27;PLA D'URGELL;25041;BARBENS;1;Dona;Positiu Epidemiològic;1
30/07/2020;11;BAIX LLOBREGAT;08200;SANT BOI DE LLOBREGAT;0;Home;Positiu per Test Ràpid;1
24/07/2020;07;BAGES;08218;SANT JOAN DE VILATORRADA;1;Dona;Positiu per Test Ràpid;1
21/07/2020;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;1;Dona;PCR probable;1
19/05/2020;33;SEGRIA;25211;SUDANELL;0;Home;PCR probable;1
27/08/2020;24;OSONA;08285;TORELLÓ;0;Home;Positiu per Test Ràpid;1
28/08/2020;40;VALLES OCCIDENTAL;08205;SANT CUGAT DEL VALLÈS;1;Dona;Positiu Epidemiològic;3
28/09/2020;40;VALLES OCCIDENTAL;08187;SABADELL;1;Dona;PCR probable;2
02/07/2020;11;BAIX LLOBREGAT;08200;SANT BOI DE LLOBREGAT;1;Dona;Positiu per ELISA;1
09/08/2020;40;VALLES OCCIDENTAL;08187;SABADELL;1;Dona;Positiu per ELISA;1
08/07/2020;11;BAIX LLOBREGAT;08244;SANTA COLOMA DE CERVELLÓ;1;Dona;Positiu per Test Ràpid;1
07/10/2020;13;BARCELONES;08019;BARCELONA;1;Dona;Positiu per Test Ràpid;3
02/06/2020;18;GARRIGUES;25029;ARBECA;1;Dona;PCR probable;1
18/05/2020;20;GIRONES;17079;GIRONA;1;Dona;PCR probable;2
15/06/2020;13;BARCELONES;08194;SANT ADRIÀ DE BESÒS;1;Dona;Positiu per ELISA;1
16/07/2020;42;MOIANÈS;08128;MONISTROL DE CALDERS;0;Home;Positiu per Test Ràpid;1
18/06/2020;02;ALT EMPORDA;17138;PORTBOU;0;Home;Positiu per ELISA;1
07/10/2020;11;BAIX LLOBREGAT;08221;SANT JUST DESVERN;1;Dona;PCR probable;1
27/07/2020;06;ANOIA;08044;CAPELLADES;0;Home;Positiu per Test Ràpid;2
23/04/2020;13;BARCELONES;08015;BADALONA;1;Dona;Positiu Epidemiològic;3
03/11/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;1;Dona;Positiu per ELISA;1
01/04/2020;08;BAIX CAMP;43123;REUS;0;Home;Positiu Epidemiològic;1
01/04/2020;40;VALLES OCCIDENTAL;08279;TERRASSA;1;Dona;Positiu Epidemiològic;1
31/03/2020;40;VALLES OCCIDENTAL;08205;SANT CUGAT DEL VALLÈS;1;Dona;Positiu per ELISA;1
22/04/2020;39;VALL D'ARAN;25025;NAUT ARAN;1;Dona;Positiu per Test Ràpid;1
26/10/2020;36;TARRAGONES;43905;SALOU;1;Dona;PCR probable;1
14/04/2020;07;BAGES;08047;CARDONA;1;Dona;Positiu per ELISA;1
14/07/2020;11;BAIX LLOBREGAT;08200;SANT BOI DE LLOBREGAT;0;Home;Positiu per Test Ràpid;10
24/09/2020;13;BARCELONES;08019;BARCELONA;0;Home;Positiu per ELISA;4
21/04/2020;10;BAIX EMPORDA;17209;VALL-LLOBREGA;0;Home;Positiu per Test Ràpid;1
17/07/2020;07;BAGES;08010;ARTÉS;0;Home;Positiu per Test Ràpid;1
05/03/2020;21;MARESME;08214;VILASSAR DE DALT;0;Home;Positiu Epidemiològic;1
12/11/2020;06;ANOIA;08102;IGUALADA;0;Home;Positiu per Test Ràpid;1
15/09/2020;13;BARCELONES;08019;BARCELONA;1;Dona;Positiu per Test Ràpid;5
28/04/2020;31;RIPOLLES;17167;SANT JOAN DE LES ABADESSES;0;Home;Positiu per Test Ràpid;1
28/09/2020;11;BAIX LLOBREGAT;08147;OLESA DE MONTSERRAT;1;Dona;Positiu per Test Ràpid;1
21/07/2020;41;VALLES ORIENTAL;08046;CARDEDEU;0;Home;Positiu per Test Ràpid;1
24/07/2020;02;ALT EMPORDA;17066;FIGUERES;0;Home;Positiu per Test Ràpid;2
26/06/2020;11;BAIX LLOBREGAT;08169;EL PRAT DE LLOBREGAT;0;Home;PCR probable;1
17/08/2020;40;VALLES OCCIDENTAL;08266;CERDANYOLA DEL VALLÈS;1;Dona;Positiu per Test Ràpid;2
30/10/2020;36;TARRAGONES;43148;TARRAGONA;1;Dona;Positiu per ELISA;1
30/07/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;1;Dona;Positiu per ELISA;2
04/11/2020;40;VALLES OCCIDENTAL;08279;TERRASSA;0;Home;Positiu Epidemiològic;2
13/09/2020;40;VALLES OCCIDENTAL;08279;TERRASSA;1;Dona;PCR probable;1
09/07/2020;13;BARCELONES;08245;SANTA COLOMA DE GRAMENET;0;Home;Positiu per Test Ràpid;2
06/05/2020;21;MARESME;08006;ARENYS DE MAR;0;Home;Positiu Epidemiològic;1
28/09/2020;06;ANOIA;08102;IGUALADA;1;Dona;PCR probable;3
06/05/2020;40;VALLES OCCIDENTAL;08125;MONTCADA I REIXAC;1;Dona;Positiu per ELISA;1
07/05/2020;20;GIRONES;17079;GIRONA;1;Dona;Positiu per Test Ràpid;7
13/09/2020;17;GARRAF;08074;CUBELLES;0;Home;Positiu per Test Ràpid;1
03/10/2020;21;MARESME;08126;MONTGAT;0;Home;Positiu per ELISA;1
02/11/2020;13;BARCELONES;08019;BARCELONA;0;Home;Positiu per ELISA;1
21/08/2020;13;BARCELONES;08019;BARCELONA;1;Dona;Positiu per Test Ràpid;1
21/04/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;0;Home;Positiu per ELISA;4
09/11/2020;40;VALLES OCCIDENTAL;08125;MONTCADA I REIXAC;0;Home;PCR probable;1
25/05/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;0;Home;PCR probable;2
20/09/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;1;Dona;Positiu per ELISA;3
19/09/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;1;Dona;Positiu per ELISA;4
20/09/2020;11;BAIX LLOBREGAT;08157;PALLEJÀ;1;Dona;Positiu per ELISA;1
14/07/2020;10;BAIX EMPORDA;17160;SANT FELIU DE GUÍXOLS;0;Home;Positiu per Test Ràpid;7
14/08/2020;11;BAIX LLOBREGAT;08301;VILADECANS;1;Dona;Positiu per Test Ràpid;1
16/09/2020;13;BARCELONES;08019;BARCELONA;1;Dona;Positiu per Test Ràpid;8
30/07/2020;34;SELVA;17164;SANT HILARI SACALM;0;Home;Positiu per Test Ràpid;1
09/10/2020;40;VALLES OCCIDENTAL;08120;MATADEPERA;1;Dona;PCR probable;1
17/09/2020;11;BAIX LLOBREGAT;08077;ESPLUGUES DE LLOBREGAT;1;Dona;Positiu per ELISA;1
27/05/2020;21;MARESME;08121;MATARÓ;0;Home;Positiu per ELISA;2
27/07/2020;21;MARESME;08007;ARENYS DE MUNT;1;Dona;Positiu per Test Ràpid;1
04/11/2020;07;BAGES;08141;NAVÀS;1;Dona;Positiu per Test Ràpid;2
02/10/2020;40;VALLES OCCIDENTAL;08279;TERRASSA;0;Home;PCR probable;4
05/06/2020;11;BAIX LLOBREGAT;08905;LA PALMA DE CERVELLÓ;1;Dona;Positiu per ELISA;1
10/09/2020;11;BAIX LLOBREGAT;08089;GAVÀ;1;Dona;Positiu per ELISA;1
02/11/2020;12;BAIX PENEDES;43163;EL VENDRELL;0;Home;Positiu Epidemiològic;1
02/11/2020;13;BARCELONES;08245;SANTA COLOMA DE GRAMENET;0;Home;Positiu per Test Ràpid;1
10/11/2020;40;VALLES OCCIDENTAL;08238;SANT QUIRZE DEL VALLÈS;0;Home;Positiu Epidemiològic;1
29/09/2020;07;BAGES;08213;SANT FRUITÓS DE BAGES;1;Dona;Positiu per ELISA;1
09/10/2020;40;VALLES OCCIDENTAL;08279;TERRASSA;0;Home;Positiu per ELISA;1
08/10/2020;03;ALT PENEDES;08305;VILAFRANCA DEL PENEDÈS;1;Dona;PCR probable;1
30/09/2020;06;ANOIA;08044;CAPELLADES;1;Dona;Positiu per Test Ràpid;1
07/11/2020;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;1;Dona;Positiu per ELISA;1
30/10/2020;41;VALLES ORIENTAL;08096;GRANOLLERS;0;Home;PCR probable;1
14/09/2020;11;BAIX LLOBREGAT;08169;EL PRAT DE LLOBREGAT;1;Dona;PCR probable;2
08/06/2020;07;BAGES;08010;ARTÉS;1;Dona;Positiu per ELISA;1
10/06/2020;41;VALLES ORIENTAL;08136;MONTORNÈS DEL VALLÈS;0;Home;Positiu per ELISA;1
28/04/2020;21;MARESME;08110;MALGRAT DE MAR;0;Home;Positiu per Test Ràpid;1
29/07/2020;11;BAIX LLOBREGAT;08200;SANT BOI DE LLOBREGAT;1;Dona;Positiu per Test Ràpid;2
29/07/2020;41;VALLES ORIENTAL;08124;MOLLET DEL VALLÈS;0;Home;Positiu per Test Ràpid;1
23/04/2020;10;BAIX EMPORDA;17199;TORROELLA DE MONTGRÍ;0;Home;Positiu per Test Ràpid;2
23/04/2020;24;OSONA;08215;SANT HIPÒLIT DE VOLTREGÀ;1;Dona;Positiu Epidemiològic;1
24/05/2020;40;VALLES OCCIDENTAL;08187;SABADELL;0;Home;Positiu Epidemiològic;1
29/03/2020;13;BARCELONES;08015;BADALONA;1;Dona;Positiu Epidemiològic;2
15/07/2020;41;VALLES ORIENTAL;08202;SANT CELONI;1;Dona;Positiu per Test Ràpid;1
30/07/2020;34;SELVA;17009;ARBÚCIES;1;Dona;Positiu per Test Ràpid;1
24/07/2020;34;SELVA;17023;BLANES;0;Home;Positiu per Test Ràpid;1
08/10/2020;11;BAIX LLOBREGAT;08221;SANT JUST DESVERN;1;Dona;PCR probable;1
03/11/2020;11;BAIX LLOBREGAT;08089;GAVÀ;1;Dona;Positiu per Test Ràpid;1
05/09/2020;40;VALLES OCCIDENTAL;08051;CASTELLAR DEL VALLÈS;1;Dona;PCR probable;1
03/08/2020;06;ANOIA;08044;CAPELLADES;0;Home;Positiu per Test Ràpid;1
31/07/2020;11;BAIX LLOBREGAT;08217;SANT JOAN DESPÍ;1;Dona;PCR probable;2
19/10/2020;40;VALLES OCCIDENTAL;08120;MATADEPERA;0;Home;Positiu per ELISA;1
03/11/2020;19;GARROTXA;17183;SANT ANIOL DE FINESTRES;1;Dona;PCR probable;1
28/05/2020;20;GIRONES;17079;GIRONA;0;Home;PCR probable;1
29/04/2020;40;VALLES OCCIDENTAL;08184;RUBÍ;1;Dona;Positiu per ELISA;2
07/04/2020;11;BAIX LLOBREGAT;08301;VILADECANS;0;Home;PCR probable;1
10/09/2020;03;ALT PENEDES;08305;VILAFRANCA DEL PENEDÈS;1;Dona;PCR probable;1
20/09/2020;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;1;Dona;Positiu per ELISA;1
10/09/2020;34;SELVA;17146;RIELLS I VIABREA;1;Dona;Positiu per ELISA;1
08/09/2020;21;MARESME;08214;VILASSAR DE DALT;1;Dona;Positiu per Test Ràpid;1
04/08/2020;20;GIRONES;17155;SALT;1;Dona;Positiu per ELISA;1
22/10/2020;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0;Home;PCR probable;2
06/10/2020;11;BAIX LLOBREGAT;08200;SANT BOI DE LLOBREGAT;1;Dona;Positiu per ELISA;1
28/10/2020;16;CONCA DE BARBERA;43086;MONTBLANC;0;Home;Positiu per ELISA;1
24/09/2020;36;TARRAGONES;43043;EL CATLLAR;0;Home;Positiu Epidemiològic;1
27/10/2020;11;BAIX LLOBREGAT;08263;SANT VICENÇ DELS HORTS;0;Home;Positiu per Test Ràpid;1
21/10/2020;08;BAIX CAMP;43123;REUS;1;Dona;PCR probable;1
02/04/2020;11;BAIX LLOBREGAT;08200;SANT BOI DE LLOBREGAT;1;Dona;Positiu per ELISA;1
28/09/2020;36;TARRAGONES;43148;TARRAGONA;1;Dona;Positiu per ELISA;2
14/06/2020;36;TARRAGONES;43012;ALTAFULLA;0;Home;Positiu per ELISA;1
14/04/2020;34;SELVA;17180;SANTA COLOMA DE FARNERS;1;Dona;Positiu per Test Ràpid;1
15/04/2020;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;1;Dona;Positiu per ELISA;1
17/07/2020;21;MARESME;08121;MATARÓ;1;Dona;Positiu per ELISA;1
06/04/2020;40;VALLES OCCIDENTAL;08266;CERDANYOLA DEL VALLÈS;1;Dona;Positiu Epidemiològic;1
27/04/2020;39;VALL D'ARAN;25243;VIELHA E MIJARAN;1;Dona;Positiu per Test Ràpid;1
23/03/2020;41;VALLES ORIENTAL;08259;SANTA MARIA DE PALAUTORDERA;1;Dona;Positiu per ELISA;1
11/10/2020;11;BAIX LLOBREGAT;08169;EL PRAT DE LLOBREGAT;1;Dona;PCR probable;1
11/11/2020;17;GARRAF;08270;SITGES;1;Dona;PCR probable;1
12/11/2020;40;VALLES OCCIDENTAL;08279;TERRASSA;0;Home;Positiu per ELISA;1
16/09/2020;40;VALLES OCCIDENTAL;08266;CERDANYOLA DEL VALLÈS;0;Home;PCR probable;1
23/07/2020;13;BARCELONES;08019;BARCELONA;0;Home;PCR probable;4
06/10/2020;13;BARCELONES;08194;SANT ADRIÀ DE BESÒS;1;Dona;Positiu per ELISA;1
09/04/2020;40;VALLES OCCIDENTAL;08252;BARBERÀ DEL VALLÈS;1;Dona;PCR probable;1
22/09/2020;21;MARESME;08118;EL MASNOU;1;Dona;Positiu per Test Ràpid;1
18/03/2020;40;VALLES OCCIDENTAL;08205;SANT CUGAT DEL VALLÈS;0;Home;Positiu per ELISA;1
28/08/2020;41;VALLES ORIENTAL;08202;SANT CELONI;1;Dona;Positiu per ELISA;1
25/04/2020;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;1;Dona;Positiu per Test Ràpid;1
12/05/2020;10;BAIX EMPORDA;17118;PALAMÓS;1;Dona;Positiu per Test Ràpid;2
27/04/2020;28;PLA DE L'ESTANY;17137;PORQUERES;1;Dona;Positiu per Test Ràpid;1
11/07/2020;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0;Home;PCR probable;1
13/07/2020;21;MARESME;08155;PALAFOLLS;1;Dona;Positiu per Test Ràpid;1
13/07/2020;11;BAIX LLOBREGAT;08244;SANTA COLOMA DE CERVELLÓ;1;Dona;Positiu per Test Ràpid;1
06/05/2020;02;ALT EMPORDA;17066;FIGUERES;1;Dona;PCR probable;1
23/04/2020;39;VALL D'ARAN;25243;VIELHA E MIJARAN;1;Dona;Positiu per ELISA;2
26/04/2020;36;TARRAGONES;43097;LA NOU DE GAIÀ;0;Home;PCR probable;1
09/10/2020;06;ANOIA;08143;ÒDENA;1;Dona;Positiu per Test Ràpid;1
01/05/2020;38;URGELL;25074;CIUTADILLA;1;Dona;Positiu Epidemiològic;1
23/04/2020;02;ALT EMPORDA;17132;PERALADA;0;Home;Positiu per Test Ràpid;2
29/04/2020;13;BARCELONES;08019;BARCELONA;1;Dona;PCR probable;1
22/04/2020;02;ALT EMPORDA;17226;VILAMALLA;0;Home;Positiu per Test Ràpid;1
08/08/2020;11;BAIX LLOBREGAT;08196;SANT ANDREU DE LA BARCA;1;Dona;Positiu per ELISA;1
08/10/2020;21;MARESME;08219;VILASSAR DE MAR;1;Dona;PCR probable;1
29/08/2020;13;BARCELONES;08019;BARCELONA;0;Home;Positiu per ELISA;6
22/09/2020;40;VALLES OCCIDENTAL;08205;SANT CUGAT DEL VALLÈS;1;Dona;PCR probable;1
27/05/2020;33;SEGRIA;25120;LLEIDA;1;Dona;Positiu per ELISA;1
20/07/2020;33;SEGRIA;25120;LLEIDA;1;Dona;Positiu per ELISA;1
11/08/2020;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;1;Dona;PCR probable;1
14/05/2020;11;BAIX LLOBREGAT;08301;VILADECANS;1;Dona;Positiu per ELISA;1
01/09/2020;17;GARRAF;08307;VILANOVA I LA GELTRÚ;1;Dona;PCR probable;2
03/04/2020;40;VALLES OCCIDENTAL;08187;SABADELL;0;Home;PCR probable;3
05/04/2020;40;VALLES OCCIDENTAL;08120;MATADEPERA;0;Home;PCR probable;1
30/04/2020;34;SELVA;17103;MAÇANET DE LA SELVA;1;Dona;Positiu per Test Ràpid;1
03/03/2020;SES;;SES;;SES;;Positiu Epidemiològic;1
02/09/2020;11;BAIX LLOBREGAT;08196;SANT ANDREU DE LA BARCA;0;Home;Positiu per ELISA;1
15/05/2020;11;BAIX LLOBREGAT;08114;MARTORELL;1;Dona;Positiu per ELISA;1
29/04/2020;07;BAGES;08218;SANT JOAN DE VILATORRADA;1;Dona;Positiu per ELISA;1
27/05/2020;21;MARESME;08261;SANTA SUSANNA;1;Dona;Positiu per Test Ràpid;1
25/06/2020;13;BARCELONES;08015;BADALONA;0;Home;Positiu per ELISA;1
20/07/2020;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;1;Dona;Positiu per Test Ràpid;1
17/09/2020;08;BAIX CAMP;43145;LA SELVA DEL CAMP;1;Dona;Positiu per ELISA;1
