id,amount,status,created_at,updated_at,user_id,moderated_at,deleted_account_id,reimbursement_date,cash_request_received_date,money_back_date,transfer_type,send_at,recovery_status,reco_creation,reco_last_update
3878,100.00,rejected,2020-06-18 09:08:48.238759+00,2020-06-18 10:22:43.316454+00,9570,2020-06-18 10:22:43.312379+00,,2020-06-28 22:00:00+00,,,regular,,,,
13157,75.00,rejected,2020-08-19 16:28:29.795309+00,2020-08-20 08:22:02.398439+00,,2020-08-20 08:22:02.391152+00,9765,2020-09-07 22:00:00+00,,,instant,2020-08-26 16:28:29.752856+00,,,
6867,100.00,rejected,2020-07-07 08:24:26.816607+00,2020-07-07 09:31:14.362005+00,13655,2020-07-07 09:31:14.359335+00,,2020-07-15 22:00:00+00,,,regular,,,,
8636,100.00,rejected,2020-07-17 11:19:08.466453+00,2020-07-17 12:50:49.563554+00,29615,2020-07-17 12:50:49.560983+00,,2020-08-03 22:00:00+00,,,regular,,,,
2134,100.00,money_back,2020-05-23 08:49:25.487519+00,2020-07-10 22:52:13.303647+00,9249,2020-05-23 14:44:27.157831+00,,2020-06-21 08:50:19.221+00,2020-05-26,2020-07-10 22:52:13.303371+00,regular,,completed,2020-06-24 22:32:46.399297+00,2020-07-10 22:52:13.315604+00
18704,100.00,rejected,2020-10-01 11:52:00.527768+00,2020-10-01 12:29:48.331314+00,58322,2020-10-01 12:29:48.323837+00,,2020-10-12 22:00:00+00,,,instant,2020-10-08 11:52:00.490441+00,,,
6063,100.00,rejected,2020-07-01 06:09:32.584391+00,2020-07-01 16:07:59.053042+00,7118,2020-07-01 16:07:59.049136+00,,2020-07-29 06:09:44.838+00,,,regular,,,,
5586,100.00,rejected,2020-06-27 10:21:44.074641+00,2020-06-27 17:23:28.519132+00,22918,2020-06-27 17:23:28.515661+00,,2020-07-06 22:00:00+00,,,regular,,,,
3918,50.00,canceled,2020-06-18 12:09:11.31603+00,2020-06-18 12:09:11.316041+00,,,1986,2020-07-17 22:00:00+00,,,regular,,,,
6313,85.00,rejected,2020-07-02 16:44:15.392336+00,2020-07-02 18:21:48.721578+00,18384,2020-07-02 18:21:48.717454+00,,2020-08-04 22:00:00+00,,,regular,,,,
5870,100.00,rejected,2020-06-30 08:12:27.614762+00,2020-06-30 14:21:58.285605+00,11294,2020-06-30 14:21:58.28175+00,,2020-08-04 22:00:00+00,,,regular,,,,
1372,22.00,money_back,2020-04-25 06:57:55.246102+00,2020-07-01 03:00:16.178325+00,2607,2020-04-25 16:18:21+00,,2020-05-05 06:58:09+00,2020-06-25,2020-07-01 03:00:16.178031+00,regular,,,,
3623,100.00,canceled,2020-06-17 12:08:12.974927+00,2020-06-17 12:08:12.974938+00,,,1866,2020-07-13 22:00:00+00,,,regular,,,,
6127,100.00,rejected,2020-07-01 12:06:49.538161+00,2020-07-01 17:44:09.378915+00,,2020-07-01 17:44:09.374125+00,2798,2020-08-02 22:00:00+00,,,regular,,,,
3390,100.00,rejected,2020-06-15 16:56:36.274191+00,2020-06-16 10:20:11.230146+00,15198,2020-06-16 10:20:11.226226+00,,2020-07-03 22:00:00+00,,,regular,,,,
6520,100.00,rejected,2020-07-03 21:40:06.247347+00,2020-07-04 16:22:40.196919+00,17329,2020-07-04 16:22:40.19341+00,,2020-08-04 22:00:00+00,,,regular,,,,
4213,100.00,rejected,2020-06-19 14:26:56.498465+00,2020-06-19 14:45:29.952947+00,1302,2020-06-19 14:45:29.948886+00,,2020-07-02 23:51:00+00,,,regular,,,,
4513,80.00,rejected,2020-06-21 14:54:41.456841+00,2020-06-22 16:12:04.705021+00,14098,2020-06-22 16:12:04.69949+00,,2020-07-21 14:55:26.072+00,,,regular,,,,
3808,100.00,canceled,2020-06-18 02:32:07.423951+00,2020-06-18 02:32:07.423969+00,,,1953,2020-07-05 22:00:00+00,,,regular,,,,
4276,100.00,rejected,2020-06-19 19:09:27.136793+00,2020-06-20 13:54:23.987413+00,,2020-06-20 13:54:23.982501+00,2215,2020-07-03 22:00:00+00,,,regular,,,,
6866,100.00,rejected,2020-07-07 08:21:23.852208+00,2020-07-07 09:31:25.283697+00,20560,2020-07-07 09:31:25.280746+00,,2020-08-05 22:00:00+00,,,regular,,,,
4067,100.00,rejected,2020-06-18 21:19:02.750109+00,2020-06-19 11:38:27.439383+00,18056,2020-06-19 11:38:27.435541+00,,2020-07-08 22:00:00+00,,,regular,,,,
4387,100.00,rejected,2020-06-20 14:43:19.909208+00,2020-06-22 15:32:39.158329+00,18079,2020-06-22 15:32:39.148442+00,,2020-07-03 22:00:00+00,,,regular,,,,
5595,100.00,rejected,2020-06-27 11:40:03.570499+00,2020-06-27 17:28:19.982253+00,21080,2020-06-27 17:28:19.976974+00,,2020-07-08 11:40:03+00,,,regular,,,,
5054,100.00,rejected,2020-06-24 22:21:42.100489+00,2020-06-25 12:18:39.430982+00,13483,2020-06-25 12:18:39.426474+00,,2020-07-03 22:00:00+00,,,regular,,,,
9267,100.00,rejected,2020-07-21 14:16:54.807505+00,2020-07-21 14:25:24.481014+00,9249,2020-07-21 14:25:24.478433+00,,2020-08-20 14:17:09.874+00,,,regular,2020-07-28 14:16:54.807046+00,,,
5704,100.00,rejected,2020-06-28 18:40:54.286439+00,2020-06-29 09:17:06.314109+00,24436,2020-06-29 09:17:06.310293+00,,2020-07-10 22:00:00+00,,,regular,,,,
7293,100.00,rejected,2020-07-09 08:43:22.328991+00,2020-07-09 08:49:07.0893+00,29560,2020-07-09 08:49:07.087083+00,,2020-08-12 22:00:00+00,,,regular,,,,
2326,100.00,money_back,2020-05-29 19:52:12.162136+00,2020-07-31 02:35:40.097876+00,,2020-05-30 13:41:53.289961+00,21984,2020-06-15 19:52:26.556+00,2020-06-03,2020-07-31 02:35:40.0976+00,regular,,completed,2020-06-19 22:20:54.528509+00,2020-07-31 02:35:40.107383+00
6805,50.00,rejected,2020-07-06 17:45:29.463644+00,2020-07-07 10:01:44.24071+00,6929,2020-07-07 10:01:44.238099+00,,2020-07-30 22:00:00+00,,,regular,,,,
6091,100.00,rejected,2020-07-01 08:45:22.977951+00,2020-07-01 16:40:59.915168+00,,2020-07-01 16:40:59.911206+00,2825,2020-08-04 22:00:00+00,,,regular,,,,
12613,50.00,rejected,2020-08-15 11:27:00.12895+00,2020-08-15 17:34:06.492547+00,33277,2020-08-15 17:34:06.488127+00,,2020-09-04 22:00:00+00,,,regular,2020-08-22 11:27:00.074029+00,,,
5941,100.00,rejected,2020-06-30 11:16:44.98194+00,2020-06-30 16:07:15.036781+00,21312,2020-06-30 16:07:15.032039+00,,2020-08-06 22:00:00+00,,,regular,,,,
11962,100.00,rejected,2020-08-11 12:12:51.270923+00,2020-08-11 15:22:20.285678+00,22313,2020-08-11 15:22:20.283237+00,,2020-09-09 22:00:00+00,,,instant,2020-08-18 12:12:51.270344+00,,,
4749,100.00,rejected,2020-06-23 07:25:48.821287+00,2020-06-23 14:40:03.643938+00,19974,2020-06-23 14:40:03.638462+00,,2020-07-23 07:26:07.869+00,,,regular,,,,
9144,100.00,rejected,2020-07-20 19:17:42.926286+00,2020-07-20 19:18:09.246582+00,15915,2020-07-20 19:18:09.243878+00,,2020-08-05 22:00:00+00,,,regular,2020-07-27 19:17:42.925853+00,,,
4102,100.00,rejected,2020-06-19 05:26:27.115068+00,2020-06-19 14:28:42.485354+00,18857,2020-06-19 14:28:42.48163+00,,2020-07-14 22:00:00+00,,,regular,,,,
4278,100.00,rejected,2020-06-19 19:15:20.771488+00,2020-06-20 13:54:35.063492+00,17293,2020-06-20 13:54:35.058592+00,,2020-07-05 22:00:00+00,,,regular,,,,
4068,100.00,rejected,2020-06-18 21:21:07.344944+00,2020-06-19 11:39:58.281211+00,17072,2020-06-19 11:39:58.27777+00,,2020-07-06 22:00:00+00,,,regular,,,,
5067,100.00,rejected,2020-06-25 02:39:11.669469+00,2020-06-25 12:34:25.231291+00,14631,2020-06-25 12:34:25.226309+00,,2020-07-24 22:00:00+00,,,regular,,,,
6001,60.00,rejected,2020-06-30 16:59:43.181028+00,2020-07-01 10:01:51.718361+00,24733,2020-07-01 10:01:51.712799+00,,2020-08-05 22:00:00+00,,,regular,,,,
4724,100.00,rejected,2020-06-23 04:12:11.692677+00,2020-06-23 11:46:20.459467+00,14228,2020-06-23 11:46:20.455644+00,,2020-07-20 22:00:00+00,,,regular,,,,
4960,100.00,rejected,2020-06-24 11:04:55.123245+00,2020-06-24 13:31:34.793571+00,16335,2020-06-24 13:31:34.787018+00,,2020-07-04 23:51:00+00,,,regular,,,,
4654,100.00,rejected,2020-06-22 14:02:56.894698+00,2020-06-22 18:54:01.631678+00,20566,2020-06-22 18:54:01.627919+00,,2020-07-14 22:00:00+00,,,regular,,,,
4619,100.00,money_back,2020-06-22 11:29:53.671013+00,2020-12-18 13:08:49.45522+00,10916,2020-06-22 18:41:25.405024+00,,2020-07-03 22:00:00+00,2020-06-25,2020-07-07 15:45:55.355851+00,regular,,,,
7544,50.00,money_back,2020-07-10 22:57:53.547529+00,2020-12-18 13:08:49.491119+00,31406,2020-07-11 12:20:53.632339+00,,2020-08-01 22:00:00+00,2020-07-14,2020-07-29 10:02:37.733414+00,regular,,,,
6806,100.00,rejected,2020-07-06 17:45:46.377084+00,2020-07-07 10:01:17.516078+00,18893,2020-07-07 10:01:17.513482+00,,2020-08-05 17:46:31.082+00,,,regular,,,,
11334,100.00,rejected,2020-08-07 11:43:38.179033+00,2020-08-07 13:16:18.029751+00,19885,2020-08-07 13:16:18.027292+00,,2020-09-02 22:00:00+00,,,instant,2020-08-14 11:43:38.178672+00,,,
11448,100.00,rejected,2020-08-08 06:48:18.012373+00,2020-08-08 07:31:37.333883+00,3324,2020-08-08 07:31:37.331418+00,,2020-08-18 22:00:00+00,,,instant,2020-08-15 06:48:18.012004+00,,,
6865,100.00,rejected,2020-07-07 08:09:29.553123+00,2020-07-07 09:31:36.069825+00,27706,2020-07-07 09:31:36.067075+00,,2020-08-05 22:00:00+00,,,regular,,,,
7735,100.00,rejected,2020-07-13 06:08:59.530383+00,2020-07-13 06:30:33.982949+00,11473,2020-07-13 06:30:33.970796+00,,2020-08-07 23:51:00+00,,,regular,,,,
6707,100.00,rejected,2020-07-06 01:40:40.756424+00,2020-07-06 15:49:21.879895+00,20421,2020-07-06 15:49:21.877453+00,,2020-07-16 01:40:40.754455+00,,,regular,,,,
4279,100.00,rejected,2020-06-19 19:18:11.767731+00,2020-06-20 13:56:24.816875+00,14216,2020-06-20 13:56:24.81252+00,,2020-07-13 22:00:00+00,,,regular,,,,
4854,100.00,rejected,2020-06-23 16:41:38.263732+00,2020-06-24 09:39:45.661678+00,20893,2020-06-24 09:39:45.656755+00,,2020-07-14 23:51:00+00,,,regular,,,,
8024,100.00,rejected,2020-07-14 17:04:33.641854+00,2020-07-14 18:21:14.010431+00,11297,2020-07-14 18:21:14.007862+00,,2020-08-10 22:00:00+00,,,regular,,,,
4069,100.00,rejected,2020-06-18 21:21:30.01441+00,2020-06-19 11:40:20.466103+00,16985,2020-06-19 11:40:20.461586+00,,2020-07-05 22:00:00+00,,,regular,,,,
5412,100.00,rejected,2020-06-26 03:44:03.852109+00,2020-06-26 12:44:02.39888+00,14609,2020-06-26 12:44:02.394341+00,,2020-07-08 22:00:00+00,,,regular,,,,
3665,100.00,rejected,2020-06-17 15:56:33.470438+00,2020-06-18 09:16:28.543736+00,5807,2020-06-18 09:16:28.539795+00,,2020-07-05 22:00:00+00,,,regular,,,,
4540,94.00,rejected,2020-06-21 17:43:03.486288+00,2020-06-22 18:30:49.96301+00,8489,2020-06-22 18:30:49.959199+00,,2020-07-16 22:00:00+00,,,regular,,,,
13049,100.00,rejected,2020-08-19 09:58:34.408375+00,2020-08-19 10:19:38.536005+00,35858,2020-08-19 10:19:38.529039+00,,2020-09-07 22:00:00+00,,,instant,2020-08-26 09:58:34.367057+00,,,
6093,100.00,rejected,2020-07-01 08:59:43.784636+00,2020-07-01 16:42:31.176746+00,24907,2020-07-01 16:42:31.172263+00,,2020-08-04 22:00:00+00,,,regular,,,,
6157,100.00,rejected,2020-07-01 16:23:43.307526+00,2020-07-01 17:17:36.25238+00,26616,2020-07-01 17:17:36.248013+00,,2020-07-08 22:00:00+00,,,regular,,,,
4725,100.00,rejected,2020-06-23 04:16:57.214791+00,2020-06-23 11:46:50.271336+00,,2020-06-23 11:46:50.26719+00,2228,2020-07-05 22:00:00+00,,,regular,,,,
7620,100.00,rejected,2020-07-11 15:21:07.500204+00,2020-07-11 16:46:49.416932+00,,2020-07-11 16:46:49.414758+00,3075,2020-08-06 22:00:00+00,,,regular,,,,
6187,50.00,rejected,2020-07-01 20:38:23.986242+00,2020-07-02 18:43:58.064645+00,21180,2020-07-02 18:43:58.06031+00,,2020-07-13 22:00:00+00,,,regular,,,,
6400,100.00,rejected,2020-07-03 06:32:32.586691+00,2020-07-03 11:24:14.54818+00,26977,2020-07-03 11:24:14.544182+00,,2020-08-03 22:00:00+00,,,regular,,,,
5032,100.00,rejected,2020-06-24 19:32:39.934677+00,2020-06-25 11:55:46.742195+00,12580,2020-06-25 11:55:46.737129+00,,2020-07-04 19:32:39+00,,,regular,,,,
5069,80.00,rejected,2020-06-25 04:01:06.580543+00,2020-06-25 12:38:12.870512+00,15219,2020-06-25 12:38:12.866219+00,,2020-07-08 22:00:00+00,,,regular,,,,
6392,50.00,rejected,2020-07-03 05:53:22.282502+00,2020-07-03 11:08:53.047251+00,13899,2020-07-03 11:08:53.043441+00,,2020-07-16 22:00:00+00,,,regular,,,,
6188,100.00,rejected,2020-07-01 21:12:40.67976+00,2020-07-02 11:23:10.402455+00,15920,2020-07-02 11:23:10.398666+00,,2020-07-17 23:51:00+00,,,regular,,,,
6452,100.00,rejected,2020-07-03 12:43:58.748821+00,2020-07-03 15:43:07.214412+00,27703,2020-07-03 15:43:07.210002+00,,2020-08-04 22:00:00+00,,,regular,,,,
5413,60.00,rejected,2020-06-26 03:52:29.512224+00,2020-06-26 12:44:28.415687+00,16521,2020-06-26 12:44:28.410939+00,,2020-07-08 22:00:00+00,,,regular,,,,
3395,100.00,rejected,2020-06-15 17:26:18.637543+00,2020-06-16 10:25:20.726281+00,,2020-06-16 10:25:20.721943+00,1986,2020-07-17 22:00:00+00,,,regular,,,,
8226,100.00,direct_debit_rejected,2020-07-15 14:48:28.208102+00,2020-08-11 23:00:51.743222+00,13261,2020-07-17 09:20:05.411248+00,,2020-08-05 22:00:00+00,2020-07-17,2020-08-05 22:00:00+00,regular,,pending,2020-08-11 23:00:48.66998+00,2020-08-11 23:00:51.759622+00
6067,100.00,rejected,2020-07-01 06:35:10.066205+00,2020-07-01 16:23:49.967898+00,25265,2020-07-01 16:23:49.964192+00,,2020-08-06 22:00:00+00,,,regular,,,,
4656,100.00,rejected,2020-06-22 14:40:46.141979+00,2020-06-22 18:56:19.526297+00,10677,2020-06-22 18:56:19.521824+00,,2020-07-03 22:00:00+00,,,regular,,,,
6703,100.00,rejected,2020-07-05 23:01:29.96601+00,2020-07-06 15:50:10.531198+00,6846,2020-07-06 15:50:10.528911+00,,2020-08-02 23:51:00+00,,,regular,,,,
7351,100.00,rejected,2020-07-09 15:23:23.381547+00,2020-07-09 16:44:45.572284+00,29935,2020-07-09 16:44:45.569797+00,,2020-08-06 22:00:00+00,,,regular,,,,
7280,50.00,rejected,2020-07-09 07:42:50.553162+00,2020-07-09 08:49:33.350425+00,15219,2020-07-09 08:49:33.348167+00,,2020-08-06 22:00:00+00,,,regular,,,,
10522,50.00,rejected,2020-08-01 21:54:05.200039+00,2020-08-02 15:43:00.000785+00,31561,2020-08-02 15:42:59.998559+00,,2020-09-07 22:00:00+00,,,regular,2020-08-08 21:54:05.199358+00,,,
4469,100.00,money_back,2020-06-21 08:09:25.15517+00,2020-12-18 13:08:50.213299+00,19737,2020-06-21 16:50:01.425715+00,,2020-07-30 05:06:52.5+00,2020-06-24,2020-07-30 22:00:00+00,regular,,,,
12880,100.00,rejected,2020-08-18 06:54:20.906954+00,2020-08-18 09:43:07.901175+00,33222,2020-08-18 09:43:07.89661+00,,2020-09-03 22:00:00+00,,,instant,2020-08-25 06:54:20.848441+00,,,
9847,25.00,rejected,2020-07-28 09:56:09.171565+00,2020-07-28 11:23:23.84747+00,13049,2020-07-28 11:23:23.845207+00,,2020-08-06 22:00:00+00,,,instant,2020-08-04 09:56:09.171155+00,,,
7739,100.00,rejected,2020-07-13 06:32:11.18315+00,2020-07-13 06:34:33.279887+00,4368,2020-07-13 06:34:33.277426+00,,2020-08-06 22:00:00+00,,,regular,,,,
8383,100.00,rejected,2020-07-16 05:04:52.690478+00,2020-07-17 10:23:43.167079+00,18148,2020-07-17 10:23:43.164454+00,,2020-08-07 05:05:10.392+00,,,regular,,,,
4961,100.00,rejected,2020-06-24 11:06:59.98986+00,2020-06-24 13:34:31.240585+00,16864,2020-06-24 13:34:31.143424+00,,2020-07-06 22:00:00+00,,,regular,,,,
5072,100.00,rejected,2020-06-25 04:44:59.876643+00,2020-06-25 12:39:45.75518+00,6846,2020-06-25 12:39:45.750206+00,,2020-07-02 23:51:00+00,,,regular,,,,
6193,100.00,rejected,2020-07-01 21:52:02.835954+00,2020-07-02 18:54:18.296168+00,25670,2020-07-02 18:54:18.292077+00,,2020-07-27 22:00:00+00,,,regular,,,,
2286,100.00,money_back,2020-05-29 09:47:55.518113+00,2020-07-03 22:26:45.090085+00,10142,2020-05-29 12:13:17.194578+00,,2020-06-28 22:00:00+00,2020-06-03,2020-07-03 22:26:45.089797+00,regular,,completed,2020-07-03 22:26:41.63263+00,2020-07-03 22:26:45.095751+00
5415,100.00,rejected,2020-06-26 04:05:52.263805+00,2020-06-26 12:45:11.104793+00,6929,2020-06-26 12:45:11.098081+00,,2020-07-30 22:00:00+00,,,regular,,,,
6863,100.00,rejected,2020-07-07 07:53:44.200586+00,2020-07-07 09:31:59.245389+00,27952,2020-07-07 09:31:59.242258+00,,2020-08-05 22:00:00+00,,,regular,,,,
6323,100.00,rejected,2020-07-02 18:23:56.399847+00,2020-07-02 19:15:16.565885+00,24716,2020-07-02 19:15:16.560323+00,,2020-08-04 22:00:00+00,,,regular,,,,
4216,100.00,rejected,2020-06-19 14:33:48.449602+00,2020-06-19 14:44:19.516584+00,,2020-06-19 14:44:19.512916+00,2053,2020-07-03 22:00:00+00,,,regular,,,,
7348,100.00,rejected,2020-07-09 15:09:09.973588+00,2020-07-09 16:44:56.97717+00,15510,2020-07-09 16:44:56.975197+00,,2020-08-05 22:00:00+00,,,regular,,,,
12248,50.00,rejected,2020-08-12 18:23:11.189657+00,2020-08-13 08:07:28.619332+00,34305,2020-08-13 08:07:28.614942+00,,2020-09-07 22:00:00+00,,,regular,2020-08-19 18:23:11.137326+00,,,
1277,100.00,money_back,2020-04-18 07:42:41.372655+00,2020-11-04 12:54:58.160757+00,1324,2020-04-18 17:36:55.801731+00,,2020-05-10 22:00:00+00,2020-04-20,2020-05-19 20:06:12.450115+00,regular,,,,
5077,100.00,rejected,2020-06-25 05:26:05.010466+00,2020-06-25 12:58:13.403685+00,21251,2020-06-25 12:58:13.399261+00,,2020-07-06 22:00:00+00,,,regular,,,,
5835,100.00,rejected,2020-06-29 21:39:23.56246+00,2020-06-30 11:33:46.757784+00,15617,2020-06-30 11:33:46.744388+00,,2020-08-03 22:00:00+00,,,regular,,,,
6005,100.00,rejected,2020-06-30 17:30:14.678997+00,2020-07-01 10:04:23.47953+00,21312,2020-07-01 10:04:23.475351+00,,2020-08-06 22:00:00+00,,,regular,,,,
8920,50.00,rejected,2020-07-19 10:39:34.656017+00,2020-07-20 19:19:43.348035+00,16509,2020-07-20 19:19:43.345359+00,,2020-08-05 22:00:00+00,,,regular,,,,
5812,100.00,rejected,2020-06-29 16:29:18.944992+00,2020-06-30 11:24:46.623273+00,,2020-06-30 11:24:46.61915+00,2606,2020-08-03 22:00:00+00,,,regular,,,,
4718,100.00,canceled,2020-06-22 23:37:11.239209+00,2020-06-22 23:37:11.239229+00,,,2218,2020-07-04 22:00:00+00,,,regular,,,,
2383,100.00,money_back,2020-05-31 09:23:16.08146+00,2020-06-18 21:34:41.089273+00,10282,2020-05-31 16:24:05.482867+00,,2020-07-26 22:00:00+00,2020-06-03,2020-07-29 22:00:00+00,regular,,,,
6702,100.00,rejected,2020-07-05 21:48:09.355881+00,2020-07-06 15:50:35.113844+00,23055,2020-07-06 15:50:35.111348+00,,2020-08-04 22:00:00+00,,,regular,,,,
7279,100.00,rejected,2020-07-09 07:42:39.017291+00,2020-07-09 08:49:47.137259+00,12461,2020-07-09 08:49:47.135054+00,,2020-08-03 22:00:00+00,,,regular,,,,
6698,100.00,rejected,2020-07-05 20:23:45.102085+00,2020-07-06 15:50:57.059699+00,20937,2020-07-06 15:50:57.057149+00,,2020-08-04 22:00:00+00,,,regular,,,,
7937,100.00,rejected,2020-07-14 09:24:50.294514+00,2020-07-14 11:58:15.416813+00,33014,2020-07-14 11:58:15.414013+00,,2020-08-04 22:00:00+00,,,regular,,,,
3882,50.00,rejected,2020-06-18 09:24:51.186763+00,2020-06-18 10:17:36.94132+00,,2020-06-18 10:17:36.937807+00,1991,2020-07-04 09:24:59.009+00,,,regular,,,,
3763,100.00,rejected,2020-06-17 21:01:28.376239+00,2020-06-18 13:39:04.080587+00,17198,2020-06-18 13:39:04.076838+00,,2020-07-05 22:00:00+00,,,regular,,,,
4281,100.00,rejected,2020-06-19 19:45:23.171752+00,2020-06-20 13:57:19.262583+00,16902,2020-06-20 13:57:19.256888+00,,2020-07-08 22:00:00+00,,,regular,,,,
4373,100.00,money_back,2020-06-20 12:42:41.828836+00,2020-12-18 13:08:51.001121+00,9297,2020-06-20 14:46:29.426035+00,,2020-08-19 22:20:35.346+00,2020-06-23,2020-09-05 23:39:38.514271+00,regular,,completed,2020-08-26 21:29:28.672075+00,2020-09-05 23:39:38.537324+00
11358,80.00,rejected,2020-08-07 13:17:24.986731+00,2020-08-07 13:43:27.378609+00,27786,2020-08-07 13:43:27.37593+00,,2020-09-02 22:00:00+00,,,instant,2020-08-14 13:17:24.986383+00,,,
2230,100.00,money_back,2020-05-28 07:02:02.73744+00,2020-06-30 08:44:18.517239+00,5183,2020-05-28 09:04:35.594562+00,,2020-06-28 22:00:00+00,2020-05-28,2020-06-30 08:44:18.516901+00,regular,,,,
5836,100.00,rejected,2020-06-29 21:49:23.754284+00,2020-06-30 11:34:27.625943+00,,2020-06-30 11:34:27.621342+00,2627,2020-08-05 22:00:00+00,,,regular,,,,
7347,50.00,rejected,2020-07-09 15:05:32.48109+00,2020-07-09 16:45:07.042306+00,25912,2020-07-09 16:45:07.040057+00,,2020-08-05 22:00:00+00,,,regular,,,,
6069,100.00,rejected,2020-07-01 06:41:49.554049+00,2020-07-01 16:25:24.574073+00,17932,2020-07-01 16:25:24.570634+00,,2020-08-06 22:00:00+00,,,regular,,,,
6184,100.00,rejected,2020-07-01 20:10:09.787912+00,2020-07-02 11:17:11.004272+00,8705,2020-07-02 11:17:11.000289+00,,2020-07-30 22:00:00+00,,,regular,,,,
5035,100.00,rejected,2020-06-24 19:51:41.07018+00,2020-06-25 11:57:54.224979+00,12202,2020-06-25 11:57:54.219515+00,,2020-07-05 23:51:00+00,,,regular,,,,
7750,100.00,rejected,2020-07-13 08:10:24.372781+00,2020-07-13 15:33:19.758137+00,22455,2020-07-13 15:33:19.755681+00,,2020-08-04 22:00:00+00,,,regular,,,,
2563,100.00,rejected,2020-06-04 11:42:39.922686+00,2020-06-04 11:52:34.199133+00,,2020-06-04 11:52:34.194931+00,3785,2020-06-14 11:42:48.137+00,,,regular,,,,
5601,100.00,rejected,2020-06-27 12:30:33.174759+00,2020-06-27 17:38:47.278902+00,15915,2020-06-27 17:38:47.275257+00,,2020-07-05 22:00:00+00,,,regular,,,,
12279,100.00,rejected,2020-08-12 23:27:01.513644+00,2020-08-13 10:58:14.076601+00,32626,2020-08-13 10:58:14.072658+00,,2020-09-08 22:00:00+00,,,regular,2020-08-19 23:27:01.473275+00,,,
3994,100.00,rejected,2020-06-18 16:51:26.622107+00,2020-06-19 10:00:39.714028+00,14542,2020-06-19 10:00:39.710182+00,,2020-07-03 22:00:00+00,,,regular,,,,
11952,50.00,rejected,2020-08-11 11:44:19.536292+00,2020-08-11 12:16:27.272711+00,20125,2020-08-11 12:16:27.269851+00,,2020-09-07 22:00:00+00,,,instant,2020-08-18 11:44:19.535922+00,,,
6697,90.00,rejected,2020-07-05 20:07:20.946814+00,2020-07-06 15:51:10.716527+00,26802,2020-07-06 15:51:10.713897+00,,2020-08-05 22:00:00+00,,,regular,,,,
4634,100.00,rejected,2020-06-22 12:17:10.473707+00,2020-06-22 18:47:37.30361+00,17407,2020-06-22 18:47:37.299321+00,,2020-07-06 22:00:00+00,,,regular,,,,
5036,100.00,rejected,2020-06-24 19:54:02.218803+00,2020-06-25 12:03:34.404081+00,13661,2020-06-25 12:03:34.399116+00,,2020-07-10 22:00:00+00,,,regular,,,,
10358,100.00,direct_debit_rejected,2020-07-31 19:32:25.46767+00,2020-10-31 22:23:27.965128+00,5206,2020-08-01 13:53:43.155927+00,,2020-10-24 10:25:31.884+00,2020-08-04,,instant,2020-08-07 19:32:25.467312+00,pending,2020-10-31 22:23:23.855743+00,2020-10-31 22:23:27.975413+00
7752,100.00,rejected,2020-07-13 08:13:24.985324+00,2020-07-13 15:32:54.536524+00,16841,2020-07-13 15:32:54.534413+00,,2020-08-04 23:51:00+00,,,regular,,,,
9467,100.00,direct_debit_rejected,2020-07-23 00:33:42.285209+00,2020-10-06 22:07:09.301469+00,12513,2020-07-23 05:44:19.312479+00,,2020-08-21 22:00:00+00,2020-07-23,,regular,2020-07-30 00:33:42.284471+00,pending,2020-08-22 22:09:21.940115+00,2020-10-06 22:07:09.317529+00
10014,100.00,rejected,2020-07-29 13:15:30.002039+00,2020-07-29 13:41:13.071483+00,7302,2020-07-29 13:41:13.069035+00,,2020-08-05 22:00:00+00,,,instant,2020-08-05 13:15:30.001582+00,,,
4658,100.00,rejected,2020-06-22 14:56:17.490369+00,2020-06-30 13:59:07.811166+00,19784,2020-06-22 18:57:35.438643+00,,2020-07-26 22:00:00+00,,,regular,,,,
8019,100.00,rejected,2020-07-14 16:35:41.906818+00,2020-07-14 18:22:14.38471+00,13851,2020-07-14 18:22:14.382005+00,,2020-08-13 22:00:00+00,,,regular,,,,
3052,100.00,rejected,2020-06-11 20:30:14.377167+00,2020-06-12 10:59:20.834792+00,,2020-06-12 10:59:20.830637+00,3785,2020-07-10 22:00:00+00,,,regular,,,,
5419,100.00,rejected,2020-06-26 05:57:26.559557+00,2020-06-26 12:47:12.198928+00,15040,2020-06-26 12:47:12.191614+00,,2020-07-03 22:00:00+00,,,regular,,,,
6133,100.00,rejected,2020-07-01 12:36:40.40757+00,2020-07-01 16:56:52.813671+00,25670,2020-07-01 16:56:52.80931+00,,2020-07-27 22:00:00+00,,,regular,,,,
4544,100.00,rejected,2020-06-21 18:22:33.014984+00,2020-06-22 16:28:32.700283+00,18664,2020-06-22 16:28:32.69536+00,,2020-07-05 22:00:00+00,,,regular,,,,
12882,100.00,rejected,2020-08-18 07:05:50.151007+00,2020-08-18 09:44:05.559836+00,8983,2020-08-18 09:44:05.555166+00,,2020-09-04 07:05:50.116746+00,,,instant,2020-08-25 07:05:50.116746+00,,,
1836,100.00,money_back,2020-05-15 16:09:41.895537+00,2020-06-12 08:44:08.281716+00,4317,2020-06-10 15:01:46.119217+00,,2020-07-14 22:00:00+00,2020-06-11,2020-07-14 22:00:00+00,regular,,,,
4218,100.00,rejected,2020-06-19 14:46:44.685236+00,2020-06-19 14:51:04.282982+00,11775,2020-06-19 14:51:04.277142+00,,2020-07-16 22:00:00+00,,,regular,,,,
